typology,space,feature,normal_median,tp_median,fn_median,TP_minus_FN_median,FN_minus_Normal_median
duplicate_work,model_space,project_age_days,-0.11946634509332452,,-0.13348389939314248,,-0.014017554299817964
duplicate_work,model_space,expected_duration_days,-0.2922325198533361,,0.13847965866684647,,0.43071217852018256
duplicate_work,model_space,elapsed_duration_days,-0.1967182481706801,,0.031615432741716576,,0.22833368091239667
duplicate_work,model_space,schedule_progress_ratio,0.21548947939329074,,0.21396435670099218,,-0.0015251226922985694
duplicate_work,model_space,days_overdue,-0.3627884726433232,,0.021613346998501756,,0.38440181964182496
duplicate_work,model_space,cost_vs_peer_ratio,-0.2578546232274032,,-0.43944673345585,,-0.1815921102284468
duplicate_work,model_space,work_type_community_hall,0.0,,0.0,,0.0
duplicate_work,model_space,work_type_drainage,0.0,,0.0,,0.0
duplicate_work,model_space,work_type_road,0.0,,0.0,,0.0
duplicate_work,model_space,work_type_school,0.0,,0.0,,0.0
duplicate_work,model_space,work_type_water_supply,0.0,,0.0,,0.0
duplicate_work,model_space,status_completed,1.0,,1.0,,0.0
duplicate_work,model_space,status_delayed,0.0,,0.0,,0.0
duplicate_work,model_space,status_in_progress,0.0,,0.0,,0.0
duplicate_work,model_space,status_sanctioned,0.0,,0.0,,0.0
financial_physical_mismatch,model_space,cost_deviation_pct,0.47660864425283006,0.5016620133373926,0.4092465063960735,0.09241550694131906,-0.06736213785675654
financial_physical_mismatch,model_space,physical_financial_gap,-0.21642567486512407,3.4945189465432405,3.2576030955299378,0.2369158510133027,3.4740287703950616
financial_physical_mismatch,model_space,avg_exp_per_payment,-0.2540894303287409,1.8185021684938136,-0.3227173399232931,2.1412195084171066,-0.06862790959455223
financial_physical_mismatch,model_space,project_share_of_allocation,-0.27364196801309415,1.5588484952357493,-0.3421101190424126,1.9009586142781618,-0.06846815102931847
financial_physical_mismatch,model_space,project_exp_share_of_alloc,-0.27097981537400334,1.775847675778956,-0.1661360307233976,1.9419837065023537,0.10484378465060573
financial_physical_mismatch,model_space,project_age_days,-0.11946634509332452,1.6280554242839809,0.5860838879975128,1.041971536286468,0.7055502330908373
financial_physical_mismatch,model_space,expected_duration_days,-0.2922325198533361,1.0777435660421844,-0.12617481247206092,1.2039183785142453,0.16605770738127518
financial_physical_mismatch,model_space,elapsed_duration_days,-0.1967182481706801,1.0819503649387412,0.24334302776957534,0.8386073371691658,0.44006127594025546
financial_physical_mismatch,model_space,schedule_progress_ratio,0.21548947939329074,0.5602852183573501,0.5092895032765767,0.050995715080773385,0.29380002388328597
financial_physical_mismatch,model_space,days_overdue,-0.3627884726433232,1.4016158795126534,0.5943720582648209,0.8072438212478326,0.9571605309081441
financial_physical_mismatch,model_space,cost_vs_peer_ratio,-0.2578546232274032,1.3507377186218053,-0.5190383968228094,1.8697761154446146,-0.2611837735954062
financial_physical_mismatch,model_space,work_type_community_hall,0.0,1.0,0.0,1.0,0.0
financial_physical_mismatch,model_space,work_type_drainage,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,work_type_road,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,work_type_school,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,work_type_water_supply,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,status_completed,1.0,1.0,1.0,0.0,0.0
financial_physical_mismatch,model_space,status_delayed,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,status_in_progress,0.0,0.0,0.0,0.0,0.0
financial_physical_mismatch,model_space,status_sanctioned,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,cost_deviation_pct,0.47660864425283006,0.5213641158586027,0.4939171261657486,0.02744698969285403,0.01730848191291856
project_delay,model_space,physical_financial_gap,-0.21642567486512407,-0.12682161978471443,-0.22407804589790034,0.09725642611318591,-0.007652371032776273
project_delay,model_space,avg_exp_per_payment,-0.2540894303287409,-0.3015631646427095,-0.3131566410569269,0.01159347641421743,-0.05906721072818605
project_delay,model_space,project_share_of_allocation,-0.27364196801309415,-0.2701249037286687,-0.3347246749329863,0.06459977120431759,-0.06108270691989215
project_delay,model_space,project_exp_share_of_alloc,-0.27097981537400334,0.13045490369566126,-0.2695009678209908,0.3999558715166521,0.00147884755301253
project_delay,model_space,project_age_days,-0.11946634509332452,-0.1599615019594653,-0.4060474552229361,0.24608595326347082,-0.2865811101296116
project_delay,model_space,expected_duration_days,-0.2922325198533361,-0.10541759904940151,-0.3545041601213143,0.2490865610719128,-0.06227164026797821
project_delay,model_space,elapsed_duration_days,-0.1967182481706801,1.3642538249758864,0.7083134325366376,0.6559403924392488,0.9050316807073177
project_delay,model_space,schedule_progress_ratio,0.21548947939329074,1.4730113105936855,1.4190323863360867,0.05397892425759876,1.203542906942796
project_delay,model_space,days_overdue,-0.3627884726433232,-0.41276070919676044,-0.5434573278749809,0.13069661867822047,-0.1806688552316577
project_delay,model_space,cost_vs_peer_ratio,-0.2578546232274032,-0.3649363248175139,-0.5190778933413366,0.15414156852382266,-0.26122327011393337
project_delay,model_space,work_type_community_hall,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,work_type_drainage,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,work_type_road,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,work_type_school,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,work_type_water_supply,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,status_completed,1.0,0.0,0.0,0.0,-1.0
project_delay,model_space,status_delayed,0.0,1.0,1.0,0.0,1.0
project_delay,model_space,status_in_progress,0.0,0.0,0.0,0.0,0.0
project_delay,model_space,status_sanctioned,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,cost_deviation_pct,0.47660864425283006,3.004809829598364,1.0328143146247701,1.971995514973594,0.55620567037194
cost_overrun,model_space,physical_financial_gap,-0.21642567486512407,4.962533547794628,1.3562739135137045,3.6062596342809234,1.5726995883788286
cost_overrun,model_space,avg_exp_per_payment,-0.2540894303287409,0.24460154097342598,-0.25955410632338366,0.5041556472968096,-0.005464675994642787
cost_overrun,model_space,project_share_of_allocation,-0.27364196801309415,0.022890579930307606,-0.39291960757158934,0.41581018750189697,-0.11927763955849519
cost_overrun,model_space,project_exp_share_of_alloc,-0.27097981537400334,1.3067747244554668,-0.039624588604000595,1.3463993130594674,0.23135522677000275
cost_overrun,model_space,project_age_days,-0.11946634509332452,-0.44342760002245063,0.11727457197026765,-0.5607021719927183,0.23674091706359218
cost_overrun,model_space,expected_duration_days,-0.2922325198533361,-0.3026111265646658,-0.2092036661626985,-0.09340746040196732,0.08302885369063759
cost_overrun,model_space,elapsed_duration_days,-0.1967182481706801,0.11879738363554075,0.11879738363554075,0.0,0.31551563180622083
cost_overrun,model_space,schedule_progress_ratio,0.21548947939329074,0.38210171503577817,0.4128247001117737,-0.030722985075995524,0.19733522071848295
cost_overrun,model_space,days_overdue,-0.3627884726433232,-0.6818419829460379,-0.020670853162098986,-0.661171129783939,0.3421176194812242
cost_overrun,model_space,cost_vs_peer_ratio,-0.2578546232274032,0.4012574223986846,-0.24126278409792096,0.6425202064966056,0.016591839129482255
cost_overrun,model_space,work_type_community_hall,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,work_type_drainage,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,work_type_road,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,work_type_school,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,work_type_water_supply,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,status_completed,1.0,0.0,1.0,-1.0,0.0
cost_overrun,model_space,status_delayed,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,status_in_progress,0.0,0.0,0.0,0.0,0.0
cost_overrun,model_space,status_sanctioned,0.0,0.0,0.0,0.0,0.0
